"","Locus.1","Locus.2","p.value","std.err","switches","loci"
"6240",NA,NA,NA,NA,NA,"NA NA"
"6241",NA,NA,NA,NA,NA,"NA NA"
"6242",NA,NA,NA,NA,NA,"NA NA"
"6243",NA,NA,NA,NA,NA,"NA NA"
"6244",NA,NA,NA,NA,NA,"NA NA"
"6245",NA,NA,NA,NA,NA,"NA NA"
"6246",NA,NA,NA,NA,NA,"NA NA"
"6247",NA,NA,NA,NA,NA,"NA NA"
"6248",NA,NA,NA,NA,NA,"NA NA"
"6249",NA,NA,NA,NA,NA,"NA NA"
"6250",NA,NA,NA,NA,NA,"NA NA"
"6251",NA,NA,NA,NA,NA,"NA NA"
"6252",NA,NA,NA,NA,NA,"NA NA"
"6253",NA,NA,NA,NA,NA,"NA NA"
"6254",NA,NA,NA,NA,NA,"NA NA"
"6255",NA,NA,NA,NA,NA,"NA NA"
"6256",NA,NA,NA,NA,NA,"NA NA"
"6257",NA,NA,NA,NA,NA,"NA NA"
"6258",NA,NA,NA,NA,NA,"NA NA"
"6259",NA,NA,NA,NA,NA,"NA NA"
"6260",NA,NA,NA,NA,NA,"NA NA"
"6261",NA,NA,NA,NA,NA,"NA NA"
"6262",NA,NA,NA,NA,NA,"NA NA"
"6263",NA,NA,NA,NA,NA,"NA NA"
"6264",NA,NA,NA,NA,NA,"NA NA"
"6265",NA,NA,NA,NA,NA,"NA NA"
"6266",NA,NA,NA,NA,NA,"NA NA"
"6267",NA,NA,NA,NA,NA,"NA NA"
"6268",NA,NA,NA,NA,NA,"NA NA"
"6269",NA,NA,NA,NA,NA,"NA NA"
"6270",NA,NA,NA,NA,NA,"NA NA"
"6271",NA,NA,NA,NA,NA,"NA NA"
"6272",NA,NA,NA,NA,NA,"NA NA"
"6273",NA,NA,NA,NA,NA,"NA NA"
"6274",NA,NA,NA,NA,NA,"NA NA"
"6275",NA,NA,NA,NA,NA,"NA NA"
"6276",NA,NA,NA,NA,NA,"NA NA"
"6277",NA,NA,NA,NA,NA,"NA NA"
"6278",NA,NA,NA,NA,NA,"NA NA"
"6279",NA,NA,NA,NA,NA,"NA NA"
"6280",NA,NA,NA,NA,NA,"NA NA"
"6281",NA,NA,NA,NA,NA,"NA NA"
"6282",NA,NA,NA,NA,NA,"NA NA"
"6283",NA,NA,NA,NA,NA,"NA NA"
"6284",NA,NA,NA,NA,NA,"NA NA"
"6285",NA,NA,NA,NA,NA,"NA NA"
"6286",NA,NA,NA,NA,NA,"NA NA"
"6287",NA,NA,NA,NA,NA,"NA NA"
"6288",NA,NA,NA,NA,NA,"NA NA"
"6289",NA,NA,NA,NA,NA,"NA NA"
"6290",NA,NA,NA,NA,NA,"NA NA"
"6291",NA,NA,NA,NA,NA,"NA NA"
"6292",NA,NA,NA,NA,NA,"NA NA"
"6293",NA,NA,NA,NA,NA,"NA NA"
"6294",NA,NA,NA,NA,NA,"NA NA"
"6295",NA,NA,NA,NA,NA,"NA NA"
"6296",NA,NA,NA,NA,NA,"NA NA"
"6297",NA,NA,NA,NA,NA,"NA NA"
"6298",NA,NA,NA,NA,NA,"NA NA"
"6299",NA,NA,NA,NA,NA,"NA NA"
"6300",NA,NA,NA,NA,NA,"NA NA"
"6301",NA,NA,NA,NA,NA,"NA NA"
"6302",NA,NA,NA,NA,NA,"NA NA"
"6303",NA,NA,NA,NA,NA,"NA NA"
"6304",NA,NA,NA,NA,NA,"NA NA"
"6305",NA,NA,NA,NA,NA,"NA NA"
"6306",NA,NA,NA,NA,NA,"NA NA"
"6307",NA,NA,NA,NA,NA,"NA NA"
"6308",NA,NA,NA,NA,NA,"NA NA"
"6309",NA,NA,NA,NA,NA,"NA NA"
"6310",NA,NA,NA,NA,NA,"NA NA"
"6311",NA,NA,NA,NA,NA,"NA NA"
"6312",NA,NA,NA,NA,NA,"NA NA"
"6313",NA,NA,NA,NA,NA,"NA NA"
"6314",NA,NA,NA,NA,NA,"NA NA"
"6315",NA,NA,NA,NA,NA,"NA NA"
"6316",NA,NA,NA,NA,NA,"NA NA"
"6317",NA,NA,NA,NA,NA,"NA NA"
"6318",NA,NA,NA,NA,NA,"NA NA"
"6319",NA,NA,NA,NA,NA,"NA NA"
"6320",NA,NA,NA,NA,NA,"NA NA"
"6321",NA,NA,NA,NA,NA,"NA NA"
"6322",NA,NA,NA,NA,NA,"NA NA"
"6323",NA,NA,NA,NA,NA,"NA NA"
"6324",NA,NA,NA,NA,NA,"NA NA"
"6325",NA,NA,NA,NA,NA,"NA NA"
"6326",NA,NA,NA,NA,NA,"NA NA"
"6327",NA,NA,NA,NA,NA,"NA NA"
"6328",NA,NA,NA,NA,NA,"NA NA"
"6329",NA,NA,NA,NA,NA,"NA NA"
"6330",NA,NA,NA,NA,NA,"NA NA"
"6331",NA,NA,NA,NA,NA,"NA NA"
"6332",NA,NA,NA,NA,NA,"NA NA"
"6333",NA,NA,NA,NA,NA,"NA NA"
"6334",NA,NA,NA,NA,NA,"NA NA"
"6335",NA,NA,NA,NA,NA,"NA NA"
"6336",NA,NA,NA,NA,NA,"NA NA"
"6337",NA,NA,NA,NA,NA,"NA NA"
"6338",NA,NA,NA,NA,NA,"NA NA"
"6339",NA,NA,NA,NA,NA,"NA NA"
"6340",NA,NA,NA,NA,NA,"NA NA"
"6341",NA,NA,NA,NA,NA,"NA NA"
"6342",NA,NA,NA,NA,NA,"NA NA"
"6343",NA,NA,NA,NA,NA,"NA NA"
"6344",NA,NA,NA,NA,NA,"NA NA"
"6345",NA,NA,NA,NA,NA,"NA NA"
"6346",NA,NA,NA,NA,NA,"NA NA"
"6347",NA,NA,NA,NA,NA,"NA NA"
"6348",NA,NA,NA,NA,NA,"NA NA"
"6349",NA,NA,NA,NA,NA,"NA NA"
"6350",NA,NA,NA,NA,NA,"NA NA"
"6351",NA,NA,NA,NA,NA,"NA NA"
"6352",NA,NA,NA,NA,NA,"NA NA"
"6353",NA,NA,NA,NA,NA,"NA NA"
"6354",NA,NA,NA,NA,NA,"NA NA"
"6355",NA,NA,NA,NA,NA,"NA NA"
"6356",NA,NA,NA,NA,NA,"NA NA"
"6357",NA,NA,NA,NA,NA,"NA NA"
"6358",NA,NA,NA,NA,NA,"NA NA"
"6359",NA,NA,NA,NA,NA,"NA NA"
"6360",NA,NA,NA,NA,NA,"NA NA"
"6361",NA,NA,NA,NA,NA,"NA NA"
"6362",NA,NA,NA,NA,NA,"NA NA"
"6363",NA,NA,NA,NA,NA,"NA NA"
"6364",NA,NA,NA,NA,NA,"NA NA"
"6365",NA,NA,NA,NA,NA,"NA NA"
"6366",NA,NA,NA,NA,NA,"NA NA"
"6367",NA,NA,NA,NA,NA,"NA NA"
"6368",NA,NA,NA,NA,NA,"NA NA"
"6369",NA,NA,NA,NA,NA,"NA NA"
"6370",NA,NA,NA,NA,NA,"NA NA"
"6371",NA,NA,NA,NA,NA,"NA NA"
"6372",NA,NA,NA,NA,NA,"NA NA"
"6373",NA,NA,NA,NA,NA,"NA NA"
"6374",NA,NA,NA,NA,NA,"NA NA"
"6375",NA,NA,NA,NA,NA,"NA NA"
"6376",NA,NA,NA,NA,NA,"NA NA"
"6377",NA,NA,NA,NA,NA,"NA NA"
"6378",NA,NA,NA,NA,NA,"NA NA"
"6379",NA,NA,NA,NA,NA,"NA NA"
"6380",NA,NA,NA,NA,NA,"NA NA"
"6381",NA,NA,NA,NA,NA,"NA NA"
"6382",NA,NA,NA,NA,NA,"NA NA"
"6383",NA,NA,NA,NA,NA,"NA NA"
"6384",NA,NA,NA,NA,NA,"NA NA"
"6385",NA,NA,NA,NA,NA,"NA NA"
"6386",NA,NA,NA,NA,NA,"NA NA"
"6387",NA,NA,NA,NA,NA,"NA NA"
"6388",NA,NA,NA,NA,NA,"NA NA"
"6389",NA,NA,NA,NA,NA,"NA NA"
"6390",NA,NA,NA,NA,NA,"NA NA"
"6391",NA,NA,NA,NA,NA,"NA NA"
"6392",NA,NA,NA,NA,NA,"NA NA"
"6393",NA,NA,NA,NA,NA,"NA NA"
"6394",NA,NA,NA,NA,NA,"NA NA"
"6395",NA,NA,NA,NA,NA,"NA NA"
"6396",NA,NA,NA,NA,NA,"NA NA"
"6397",NA,NA,NA,NA,NA,"NA NA"
"6398",NA,NA,NA,NA,NA,"NA NA"
"6399",NA,NA,NA,NA,NA,"NA NA"
"6400",NA,NA,NA,NA,NA,"NA NA"
"6401",NA,NA,NA,NA,NA,"NA NA"
"6402",NA,NA,NA,NA,NA,"NA NA"
"6403",NA,NA,NA,NA,NA,"NA NA"
"6404",NA,NA,NA,NA,NA,"NA NA"
"6405",NA,NA,NA,NA,NA,"NA NA"
"6406",NA,NA,NA,NA,NA,"NA NA"
"6407",NA,NA,NA,NA,NA,"NA NA"
"6408",NA,NA,NA,NA,NA,"NA NA"
"6409",NA,NA,NA,NA,NA,"NA NA"
"6410",NA,NA,NA,NA,NA,"NA NA"
"6411",NA,NA,NA,NA,NA,"NA NA"
"6412",NA,NA,NA,NA,NA,"NA NA"
"6413",NA,NA,NA,NA,NA,"NA NA"
"6414",NA,NA,NA,NA,NA,"NA NA"
"6415",NA,NA,NA,NA,NA,"NA NA"
"6416",NA,NA,NA,NA,NA,"NA NA"
"6417",NA,NA,NA,NA,NA,"NA NA"
"6418",NA,NA,NA,NA,NA,"NA NA"
"6419",NA,NA,NA,NA,NA,"NA NA"
"6420",NA,NA,NA,NA,NA,"NA NA"
"6421",NA,NA,NA,NA,NA,"NA NA"
"6422",NA,NA,NA,NA,NA,"NA NA"
"6423",NA,NA,NA,NA,NA,"NA NA"
"6424",NA,NA,NA,NA,NA,"NA NA"
"6425",NA,NA,NA,NA,NA,"NA NA"
"6426",NA,NA,NA,NA,NA,"NA NA"
"6427",NA,NA,NA,NA,NA,"NA NA"
"6428",NA,NA,NA,NA,NA,"NA NA"
"6429",NA,NA,NA,NA,NA,"NA NA"
"6430",NA,NA,NA,NA,NA,"NA NA"
"6431",NA,NA,NA,NA,NA,"NA NA"
"6432",NA,NA,NA,NA,NA,"NA NA"
"6433",NA,NA,NA,NA,NA,"NA NA"
"6434",NA,NA,NA,NA,NA,"NA NA"
"6435",NA,NA,NA,NA,NA,"NA NA"
"6436",NA,NA,NA,NA,NA,"NA NA"
"6437",NA,NA,NA,NA,NA,"NA NA"
"6438",NA,NA,NA,NA,NA,"NA NA"
"6439",NA,NA,NA,NA,NA,"NA NA"
"6440",NA,NA,NA,NA,NA,"NA NA"
"6441",NA,NA,NA,NA,NA,"NA NA"
"6442",NA,NA,NA,NA,NA,"NA NA"
"6443",NA,NA,NA,NA,NA,"NA NA"
"6444",NA,NA,NA,NA,NA,"NA NA"
"6445",NA,NA,NA,NA,NA,"NA NA"
"6446",NA,NA,NA,NA,NA,"NA NA"
"6447",NA,NA,NA,NA,NA,"NA NA"
"6448",NA,NA,NA,NA,NA,"NA NA"
"6449",NA,NA,NA,NA,NA,"NA NA"
"6450",NA,NA,NA,NA,NA,"NA NA"
"6451",NA,NA,NA,NA,NA,"NA NA"
"6452",NA,NA,NA,NA,NA,"NA NA"
"6453",NA,NA,NA,NA,NA,"NA NA"
"6454",NA,NA,NA,NA,NA,"NA NA"
"6455",NA,NA,NA,NA,NA,"NA NA"
"6456",NA,NA,NA,NA,NA,"NA NA"
"6457",NA,NA,NA,NA,NA,"NA NA"
"6458",NA,NA,NA,NA,NA,"NA NA"
"6459",NA,NA,NA,NA,NA,"NA NA"
"6460",NA,NA,NA,NA,NA,"NA NA"
"6461",NA,NA,NA,NA,NA,"NA NA"
"6462",NA,NA,NA,NA,NA,"NA NA"
"6463",NA,NA,NA,NA,NA,"NA NA"
"6464",NA,NA,NA,NA,NA,"NA NA"
"6465",NA,NA,NA,NA,NA,"NA NA"
"6466",NA,NA,NA,NA,NA,"NA NA"
"6467",NA,NA,NA,NA,NA,"NA NA"
"6468",NA,NA,NA,NA,NA,"NA NA"
"6469",NA,NA,NA,NA,NA,"NA NA"
"6470",NA,NA,NA,NA,NA,"NA NA"
"6471",NA,NA,NA,NA,NA,"NA NA"
"6472",NA,NA,NA,NA,NA,"NA NA"
"6473",NA,NA,NA,NA,NA,"NA NA"
"6474",NA,NA,NA,NA,NA,"NA NA"
"6475",NA,NA,NA,NA,NA,"NA NA"
"6476",NA,NA,NA,NA,NA,"NA NA"
"6477",NA,NA,NA,NA,NA,"NA NA"
"6478",NA,NA,NA,NA,NA,"NA NA"
"6479",NA,NA,NA,NA,NA,"NA NA"
"6480",NA,NA,NA,NA,NA,"NA NA"
"6481",NA,NA,NA,NA,NA,"NA NA"
"6482",NA,NA,NA,NA,NA,"NA NA"
"6483",NA,NA,NA,NA,NA,"NA NA"
"6484",NA,NA,NA,NA,NA,"NA NA"
"6485",NA,NA,NA,NA,NA,"NA NA"
"6486",NA,NA,NA,NA,NA,"NA NA"
"6487",NA,NA,NA,NA,NA,"NA NA"
"6488",NA,NA,NA,NA,NA,"NA NA"
"6489",NA,NA,NA,NA,NA,"NA NA"
"6490",NA,NA,NA,NA,NA,"NA NA"
"6491",NA,NA,NA,NA,NA,"NA NA"
"6492",NA,NA,NA,NA,NA,"NA NA"
"6493",NA,NA,NA,NA,NA,"NA NA"
"6494",NA,NA,NA,NA,NA,"NA NA"
"6495",NA,NA,NA,NA,NA,"NA NA"
"6496",NA,NA,NA,NA,NA,"NA NA"
"6497",NA,NA,NA,NA,NA,"NA NA"
"6498",NA,NA,NA,NA,NA,"NA NA"
"6499",NA,NA,NA,NA,NA,"NA NA"
"6500",NA,NA,NA,NA,NA,"NA NA"
"6501",NA,NA,NA,NA,NA,"NA NA"
"6502",NA,NA,NA,NA,NA,"NA NA"
"6503",NA,NA,NA,NA,NA,"NA NA"
"6504",NA,NA,NA,NA,NA,"NA NA"
"6505",NA,NA,NA,NA,NA,"NA NA"
"6506",NA,NA,NA,NA,NA,"NA NA"
"6507",NA,NA,NA,NA,NA,"NA NA"
"6508",NA,NA,NA,NA,NA,"NA NA"
"6509",NA,NA,NA,NA,NA,"NA NA"
"6510",NA,NA,NA,NA,NA,"NA NA"
"6511",NA,NA,NA,NA,NA,"NA NA"
"6512",NA,NA,NA,NA,NA,"NA NA"
"6513",NA,NA,NA,NA,NA,"NA NA"
"6514",NA,NA,NA,NA,NA,"NA NA"
"6515",NA,NA,NA,NA,NA,"NA NA"
"6516",NA,NA,NA,NA,NA,"NA NA"
"6517",NA,NA,NA,NA,NA,"NA NA"
"6518",NA,NA,NA,NA,NA,"NA NA"
"6519",NA,NA,NA,NA,NA,"NA NA"
"6520",NA,NA,NA,NA,NA,"NA NA"
"6521",NA,NA,NA,NA,NA,"NA NA"
"6522",NA,NA,NA,NA,NA,"NA NA"
"6523",NA,NA,NA,NA,NA,"NA NA"
"6524",NA,NA,NA,NA,NA,"NA NA"
"6525",NA,NA,NA,NA,NA,"NA NA"
"6526",NA,NA,NA,NA,NA,"NA NA"
"6527",NA,NA,NA,NA,NA,"NA NA"
"6528",NA,NA,NA,NA,NA,"NA NA"
"6529",NA,NA,NA,NA,NA,"NA NA"
"6530",NA,NA,NA,NA,NA,"NA NA"
"6531",NA,NA,NA,NA,NA,"NA NA"
"6532",NA,NA,NA,NA,NA,"NA NA"
"6533",NA,NA,NA,NA,NA,"NA NA"
"6534",NA,NA,NA,NA,NA,"NA NA"
"6535",NA,NA,NA,NA,NA,"NA NA"
"6536",NA,NA,NA,NA,0,"NA NA"
"6537",NA,NA,NA,NA,0,"NA NA"
"6538",NA,NA,NA,NA,1,"NA NA"
"6539",NA,NA,NA,NA,1,"NA NA"
"6540",NA,NA,NA,NA,0,"NA NA"
"6541",NA,NA,NA,NA,1,"NA NA"
"6542",NA,NA,NA,NA,1,"NA NA"
"6543",NA,NA,NA,NA,0,"NA NA"
"6544",NA,NA,NA,NA,1,"NA NA"
"6545",NA,NA,NA,NA,1,"NA NA"
"6546",NA,NA,NA,NA,0,"NA NA"
"6547",NA,NA,NA,NA,0,"NA NA"
"6548",NA,NA,NA,NA,1,"NA NA"
"6549",NA,NA,NA,NA,0,"NA NA"
"6550",NA,NA,NA,NA,0,"NA NA"
"6551",NA,NA,NA,NA,0,"NA NA"
"6552",NA,NA,NA,NA,0,"NA NA"
"6553",NA,NA,NA,NA,1,"NA NA"
"6554",NA,NA,NA,NA,1,"NA NA"
"6555",NA,NA,NA,NA,1,"NA NA"
"6556",NA,NA,NA,NA,1,"NA NA"
"6557",NA,NA,NA,NA,0,"NA NA"
"6558",NA,NA,NA,NA,1,"NA NA"
"6559",NA,NA,NA,NA,0,"NA NA"
"6560",NA,NA,NA,NA,1,"NA NA"
"6561",NA,NA,NA,NA,1,"NA NA"
"6562",NA,NA,NA,NA,0,"NA NA"
"6563",NA,NA,NA,NA,1,"NA NA"
"6564",NA,NA,NA,NA,NA,"NA NA"
"6565",NA,NA,NA,NA,0,"NA NA"
"6566",NA,NA,NA,NA,0,"NA NA"
"6567",NA,NA,NA,NA,1,"NA NA"
"6568",NA,NA,NA,NA,1,"NA NA"
"6569",NA,NA,NA,NA,1,"NA NA"
"6570",NA,NA,NA,NA,1,"NA NA"
"6571",NA,NA,NA,NA,0,"NA NA"
"6572",NA,NA,NA,NA,1,"NA NA"
"6573",NA,NA,NA,NA,NA,"NA NA"
"6574",NA,NA,NA,NA,0,"NA NA"
"6575",NA,NA,NA,NA,1,"NA NA"
"6576",NA,NA,NA,NA,1,"NA NA"
"6577",NA,NA,NA,NA,1,"NA NA"
"6578",NA,NA,NA,NA,0,"NA NA"
"6579",NA,NA,NA,NA,1,"NA NA"
"6580",NA,NA,NA,NA,1,"NA NA"
"6581",NA,NA,NA,NA,0,"NA NA"
"6582",NA,NA,NA,NA,0,"NA NA"
"6583",NA,NA,NA,NA,NA,"NA NA"
"6584",NA,NA,NA,NA,1,"NA NA"
"6585",NA,NA,NA,NA,0,"NA NA"
"6586",NA,NA,NA,NA,1,"NA NA"
"6587",NA,NA,NA,NA,1,"NA NA"
"6588",NA,NA,NA,NA,1,"NA NA"
"6589",NA,NA,NA,NA,1,"NA NA"
"6590",NA,NA,NA,NA,0,"NA NA"
"6591",NA,NA,NA,NA,1,"NA NA"
"6592",NA,NA,NA,NA,0,"NA NA"
"6593",NA,NA,NA,NA,0,"NA NA"
"6594",NA,NA,NA,NA,0,"NA NA"
"6595",NA,NA,NA,NA,1,"NA NA"
"6596",NA,NA,NA,NA,NA,"NA NA"
"6597",NA,NA,NA,NA,1,"NA NA"
"6598",NA,NA,NA,NA,1,"NA NA"
"6599",NA,NA,NA,NA,0,"NA NA"
"6600",NA,NA,NA,NA,0,"NA NA"
"6601",NA,NA,NA,NA,0,"NA NA"
"6602",NA,NA,NA,NA,0,"NA NA"
"6603",NA,NA,NA,NA,1,"NA NA"
"6604",NA,NA,NA,NA,1,"NA NA"
"6605",NA,NA,NA,NA,0,"NA NA"
"6606",NA,NA,NA,NA,1,"NA NA"
"6607",NA,NA,NA,NA,1,"NA NA"
"6608",NA,NA,NA,NA,1,"NA NA"
"6609",NA,NA,NA,NA,0,"NA NA"
"6610",NA,NA,NA,NA,1,"NA NA"
"6611",NA,NA,NA,NA,1,"NA NA"
"6612",NA,NA,NA,NA,0,"NA NA"
"6613",NA,NA,NA,NA,1,"NA NA"
"6614",NA,NA,NA,NA,NA,"NA NA"
"6615",NA,NA,NA,NA,0,"NA NA"
"6616",NA,NA,NA,NA,1,"NA NA"
"6617",NA,NA,NA,NA,1,"NA NA"
"6618",NA,NA,NA,NA,0,"NA NA"
"6619",NA,NA,NA,NA,0,"NA NA"
"6620",NA,NA,NA,NA,1,"NA NA"
"6621",NA,NA,NA,NA,1,"NA NA"
"6622",NA,NA,NA,NA,1,"NA NA"
"6623",NA,NA,NA,NA,1,"NA NA"
"6624",NA,NA,NA,NA,0,"NA NA"
"6625",NA,NA,NA,NA,1,"NA NA"
"6626",NA,NA,NA,NA,1,"NA NA"
"6627",NA,NA,NA,NA,1,"NA NA"
"6628",NA,NA,NA,NA,1,"NA NA"
"6629",NA,NA,NA,NA,1,"NA NA"
"6630",NA,NA,NA,NA,0,"NA NA"
"6631",NA,NA,NA,NA,1,"NA NA"
"6632",NA,NA,NA,NA,1,"NA NA"
"6633",NA,NA,NA,NA,0,"NA NA"
"6634",NA,NA,NA,NA,0,"NA NA"
"6635",NA,NA,NA,NA,0,"NA NA"
"6636",NA,NA,NA,NA,1,"NA NA"
"6637",NA,NA,NA,NA,1,"NA NA"
"6638",NA,NA,NA,NA,0,"NA NA"
"6639",NA,NA,NA,NA,0,"NA NA"
"6640",NA,NA,NA,NA,1,"NA NA"
"6641",NA,NA,NA,NA,0,"NA NA"
"6642",NA,NA,NA,NA,1,"NA NA"
"6643",NA,NA,NA,NA,0,"NA NA"
"6644",NA,NA,NA,NA,NA,"NA NA"
"6645",NA,NA,NA,NA,1,"NA NA"
"6646",NA,NA,NA,NA,1,"NA NA"
"6647",NA,NA,NA,NA,0,"NA NA"
"6648",NA,NA,NA,NA,0,"NA NA"
"6649",NA,NA,NA,NA,NA,"NA NA"
"6650",NA,"locus116",NA,0.33312,0,"NA locus116"
"6651",NA,"locus119",NA,1,0,"NA locus119"
"6652",NA,"locus120",NA,1,0,"NA locus120"
"6653",NA,"locus126",NA,0.427536,0,"NA locus126"
"6654",NA,"locus128",NA,0.6192,0,"NA locus128"
"6655",NA,"locus129",NA,1,0,"NA locus129"
"6656",NA,"locus130",NA,1,0,"NA locus130"
"6657",NA,"locus134",NA,0.33465,0,"NA locus134"
"6658",NA,"locus135",NA,0.571242,0,"NA locus135"
"6659",NA,"locus137",NA,0.524228,0,"NA locus137"
"6660",NA,"locus139",NA,0.142456,0,"NA locus139"
"6661",NA,"locus140",NA,0.14253,0,"NA locus140"
"6662",NA,"Dc00544",NA,0.656144,0,"NA Dc00544"
"6663",NA,"Dc01018",NA,0.658712,0,"NA Dc01018"
"6664",NA,"Dc01661",NA,0.484882,0,"NA Dc01661"
"6665",NA,"Dc01707",NA,1,0,"NA Dc01707"
"6666",NA,"Dc01784",NA,1,0,"NA Dc01784"
"6667",NA,"Dc02951",NA,0.570222,0,"NA Dc02951"
"6668",NA,"Dc03456",NA,0.4832,0,"NA Dc03456"
"6669",NA,"Dc03556",NA,1,0,"NA Dc03556"
"6670",NA,"Dc05864",NA,1,0,"NA Dc05864"
"6671",NA,"Dc06503",NA,1,0,"NA Dc06503"
"6672",NA,"Dc07300",NA,1,0,"NA Dc07300"
"6673",NA,"Dc07937",NA,1,0,"NA Dc07937"
"6674",NA,"Dc08054",NA,0.485822,0,"NA Dc08054"
"6675",NA,"Dc08189",NA,1,0,"NA Dc08189"
"6676",NA,"Dc08463",NA,1,0,"NA Dc08463"
"6677",NA,"Dc08578",NA,0.832522,0,"NA Dc08578"
"6678",NA,"Dc08865",NA,0.83029,0,"NA Dc08865"
"6679",NA,"Dc10003",NA,NA,NA,"NA Dc10003"
"6680",NA,"Dc10390",NA,0.57302,0,"NA Dc10390"
"6681",NA,"Dc10878",NA,1,0,"NA Dc10878"
"6682",NA,"Dc10885",NA,0.742646,0,"NA Dc10885"
"6683",NA,"Dc11203",NA,1,0,"NA Dc11203"
"6684",NA,"Dc11714",NA,0.657866,0,"NA Dc11714"
"6685",NA,"Dc13159",NA,0.828206,0,"NA Dc13159"
"6686",NA,"Dc13592",NA,1,0,"NA Dc13592"
"6687",NA,"Dc14022",NA,1,0,"NA Dc14022"
"6688",NA,"Dc14945",NA,NA,NA,"NA Dc14945"
"6689",NA,"Dc16747",NA,1,0,"NA Dc16747"
"6690",NA,"Dc18951",NA,1,0,"NA Dc18951"
"6691",NA,"Dc20232",NA,1,0,"NA Dc20232"
"6692",NA,"Dc22883",NA,0.74352,0,"NA Dc22883"
"6693",NA,"Dc22887",NA,0.571596,0,"NA Dc22887"
"6694",NA,"Dc27955",NA,0.487442,0,"NA Dc27955"
"6695",NA,"Dc28124",NA,1,0,"NA Dc28124"
"6696",NA,"Dc28776",NA,0.658908,0,"NA Dc28776"
"6697",NA,"Dc30071",NA,1,0,"NA Dc30071"
"6698",NA,"Dc31007",NA,NA,NA,"NA Dc31007"
"6699",NA,"Dc33714",NA,1,0,"NA Dc33714"
"6700",NA,"Dc33907",NA,0.22962,0,"NA Dc33907"
"6701",NA,"Dc34902",NA,1,0,"NA Dc34902"
"6702",NA,"Dc35779",NA,1,0,"NA Dc35779"
"6703",NA,"Dc36571",NA,0.57066,0,"NA Dc36571"
"6704",NA,"Dc36616",NA,1,0,"NA Dc36616"
"6705",NA,"Dc36767",NA,0.823366,0,"NA Dc36767"
"6706",NA,"Dc40235",NA,1,0,"NA Dc40235"
"6707",NA,"Dc41234",NA,1,0,"NA Dc41234"
"6708",NA,"Dc46984",NA,1,0,"NA Dc46984"
"6709",NA,"Dc47572",NA,0.659412,0,"NA Dc47572"
"6710",NA,"Dc47935",NA,1,0,"NA Dc47935"
"6711",NA,"Dc48207",NA,NA,NA,"NA Dc48207"
"6712",NA,"Dc48950",NA,0.745894,0,"NA Dc48950"
"6713",NA,"Dc49080",NA,1,0,"NA Dc49080"
"6714",NA,"Dc49184",NA,0.571826,0,"NA Dc49184"
"6715",NA,"Dc51020",NA,0.056146,0,"NA Dc51020"
"6716",NA,"Dc52523",NA,0.829618,0,"NA Dc52523"
"6717",NA,"Dc55481",NA,0.570874,0,"NA Dc55481"
"6718",NA,"Dc58248",NA,0.740386,0,"NA Dc58248"
"6719",NA,"Dc62188",NA,1,0,"NA Dc62188"
"6720",NA,"Dc67011",NA,1,0,"NA Dc67011"
"6721",NA,"locus002",NA,0.200638,0,"NA locus002"
"6722",NA,"locus003",NA,1,0,"NA locus003"
"6723",NA,"locus004",NA,1,0,"NA locus004"
"6724",NA,"locus005",NA,0.571936,0,"NA locus005"
"6725",NA,"locus006",NA,1,0,"NA locus006"
"6726",NA,"locus008",NA,0.48507,0,"NA locus008"
"6727",NA,"locus013",NA,0.115644,0,"NA locus013"
"6728",NA,"locus014",NA,0.286304,0,"NA locus014"
"6729",NA,"locus016",NA,NA,NA,"NA locus016"
"6730",NA,"locus022",NA,1,0,"NA locus022"
"6731",NA,"locus024",NA,1,0,"NA locus024"
"6732",NA,"locus025",NA,0.28647,0,"NA locus025"
"6733",NA,"locus027",NA,0.658936,0,"NA locus027"
"6734",NA,"locus030",NA,0.657466,0,"NA locus030"
"6735",NA,"locus035",NA,1,0,"NA locus035"
"6736",NA,"locus038",NA,0.488664,0,"NA locus038"
"6737",NA,"locus039",NA,0.57233,0,"NA locus039"
"6738",NA,"locus040",NA,1,0,"NA locus040"
"6739",NA,"locus041",NA,0.285424,0,"NA locus041"
"6740",NA,"locus045",NA,1,0,"NA locus045"
"6741",NA,"locus047",NA,0.828714,0,"NA locus047"
"6742",NA,"locus048",NA,0.572868,0,"NA locus048"
"6743",NA,"locus053",NA,0.489484,0,"NA locus053"
"6744",NA,"locus055",NA,1,0,"NA locus055"
"6745",NA,"locus056",NA,1,0,"NA locus056"
"6746",NA,"locus058",NA,0.485284,0,"NA locus058"
"6747",NA,"locus060",NA,1,0,"NA locus060"
"6748",NA,"locus061",NA,1,0,"NA locus061"
"6749",NA,"locus062",NA,0.102706,0,"NA locus062"
"6750",NA,"locus064",NA,0.57071,0,"NA locus064"
"6751",NA,"locus065",NA,1,0,"NA locus065"
"6752",NA,"locus073",NA,1,0,"NA locus073"
"6753",NA,"locus074",NA,0.11286,0,"NA locus074"
"6754",NA,"locus076",NA,0.484634,0,"NA locus076"
"6755",NA,"locus077",NA,1,0,"NA locus077"
"6756",NA,"locus080",NA,0.231526,0,"NA locus080"
"6757",NA,"locus083",NA,1,0,"NA locus083"
"6758",NA,"locus088",NA,1,0,"NA locus088"
"6759",NA,"locus093",NA,NA,NA,"NA locus093"
"6760",NA,"locus096",NA,0.571592,0,"NA locus096"
